Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8928074108229743,0.022051917492515512,0.337520580674889,0.25507829583956293,7.791306022499853,0.6203229059622838
2,0.6019941398583625,0.008008958619729651,0.5162342286305495,0.14153829151396427,13.210641034813015,0.7933697271347045
3,0.7022688614175358,0.0064922664040181505,0.5639395906710074,0.29081938206304997,18.414893231066085,0.8079356828102698
4,0.6481884509925074,0.006184555361315463,0.5131549128927818,0.21789931268677792,15.842728216962614,0.8026856139073005
5,0.7967373423172768,0.004753964179105874,0.6364201585985136,0.44878353741878363,24.4130732423737,0.8226377829221578
6,0.877371583564525,0.003975727679770465,0.5881633173165972,0.49203566356793343,23.527336953362543,0.808127550987097
7,0.9099287997867348,0.0036481742463772594,0.7483473136120995,0.6904471509497526,23.730465961671058,0.81839342548297
8,1.023810068321797,0.0035826083193522705,0.6020843620890561,0.6559593181926576,26.087671758959146,0.8211850696343642
9,1.0123110498446835,0.003899196156222126,0.4640099632482223,0.48275085036919957,24.118717597296516,0.8193291778747852
10,0.9847568900704295,0.002943517536752754,0.3656812830703815,0.35349828673778055,24.057774801730744,0.8293228640923134
11,0.9054907842148248,0.003704061478725027,0.591007907740844,0.5270862073084029,19.299209474850567,0.8234654038686019
12,1.0106572203454822,0.0029904882206201644,0.7407637245614168,0.7548731323234364,24.03086966753495,0.8327062940597534
13,1.0162602760825559,0.0025224891230102844,0.7325634204301258,0.7499611658182365,29.525049350396625,0.8331684239094074
14,1.0072803480424248,0.0024097814821234663,0.7556160197695363,0.7650259239383814,21.200709062579723,0.8397121653190026
15,0.9984772486708041,0.002664398541743468,0.8070755242234642,0.8058021920639397,27.80404342090234,0.8448904565664438
16,0.9997811371670295,0.0021750410582236862,0.8269200997064577,0.8273729506843931,22.25440023164451,0.8491912368627695
17,0.9962841213682887,0.0022864286407743603,0.870747609070928,0.8672949394834832,21.451010872623026,0.8405499970912933
18,0.9956620804504349,0.0022289441287480045,0.9521031306360659,0.9474875602946186,23.459403641938618,0.8531867843407851
19,1.0000013256144116,0.002167104607038922,0.9999986546062695,0.9999999773760148,25.135707506817617,0.8435078006524306
20,1.000000021690579,0.0021130792535480327,0.9999999726200886,0.9999999944440114,27.617498641410954,0.8445756008074834
21,1.0000000170679968,0.0014966344240775762,0.9999999574633519,0.9999999745313487,27.018684456999846,0.8586605961506183
22,0.9999998098518491,0.001667325951799328,0.9999999261720246,0.9999997077105562,28.360281462606608,0.859718838104835
23,1.000000071116653,0.0014976002630138023,0.9999998379873749,0.9999999119486941,29.059494305217633,0.8598868580964896
24,1.0000000056893323,0.0013939341770500323,0.9999999261720246,0.999999937550689,29.558913356619016,0.8600100144973168
25,1.0000000369806596,0.0013640561623055707,0.9999999176380263,0.9999999631526841,31.034735700284244,0.8619385183774508
26,1.0000000341359934,0.0014346872687639807,0.9999997071327335,0.9999997611813898,27.225012657116338,0.8623810902008644
27,1.0000000170679968,0.0013831146217682618,0.9999999635527154,0.9999999861767006,32.24859214569226,0.8632921229876005
28,1.0000000170679968,0.0018218749351757819,0.9999999574633519,0.9999999802206809,31.499435279287475,0.8482642821165232
29,0.9999999089706841,0.0015540621082814471,0.9999998950140411,0.9999998551887154,32.104363573090154,0.8567712770975553
30,1.0000000369806596,0.0013420760955718484,0.9999999432400214,0.9999999802206809,27.303147972489583,0.8594258172695454
31,0.9999980258017134,0.001518812750488392,0.9999997042880674,0.999997784138437,25.40670802656651,0.8645916658181411
32,1.0000003925639245,0.001472678021868131,0.9999989106262201,0.9999991837141675,31.784968133215017,0.8591642711712764
33,1.000000002844666,0.0016236374469642027,0.9999999062593617,0.9999999290166908,29.259063345231084,0.8611888401324932
34,0.9999997809607089,0.0012456216861714041,0.9999998294533766,0.9999995364527663,27.50030342520596,0.8581352969316336
35,1.0000000284466612,0.0016897971696539114,0.9999999659973503,0.9999999944440114,29.503934408307565,0.8608584919342628
36,0.9999999601746743,0.001619745634487878,0.9999999716866825,0.9999999062593617,32.02426950312838,0.8647512393731337
37,0.9999995903680788,0.0016188641657981964,0.9999994654694571,0.9999990187235327,28.158529877298776,0.8571174421677222
38,0.999999832164699,0.0017912035986279691,0.9999999659973503,0.9999998920360312,26.164804178589783,0.8617021201207088
39,0.9999999573300082,0.0015852353117157172,0.9999999005700295,0.9999997298900624,32.79799265140268,0.8619330422694866
40,0.9999999573300082,0.001325026221016365,0.9999998436767071,0.9999997725600542,27.949996793748944,0.8627895065454336
41,1.0000000113786645,0.001320416813905196,0.9999998977253635,0.9999999147933601,28.192508916259314,0.8662267860999474
42,0.9999999943106678,0.0018163154552007297,0.9999999261720246,0.9999999233273585,24.1012301592309,0.86386303626574
43,0.9999999914660016,0.0021091522690600464,0.9999999972886776,0.999999983065347,26.74873777722491,0.8532755827903747
44,0.9999985577542776,0.0018031188012687608,0.9999995933460887,0.9999987314122546,30.300647024087187,0.8659807045643146
45,0.9999996444167352,0.0012721167510100358,0.999999937550689,0.9999997099773996,31.111396438782748,0.8657320270171532
46,0.9999995960574111,0.0013056267780376116,0.9999999119486941,0.9999995364527663,28.606506062503748,0.8643462656094478
47,0.999999928883347,0.0014731711141992914,0.9999994283554537,0.9999994027534588,28.580718602574414,0.8664963065660917
48,0.9999999203493487,0.001649776782519632,0.9999999489293536,0.9999999147933601,29.99882238913098,0.8690550191585834
49,1.000000025601995,0.0010782351543207353,0.9999997981620493,0.9999997583367236,30.060248580315804,0.8640031147003174
50,0.9999999943106678,0.0016104882415647964,0.9999999574633519,0.9999999659973503,29.893790354178904,0.8687297131465032
51,1.00000089580314,0.0012695853055665223,0.9999988113295935,0.9999997640260558,29.959750235458465,0.8687730580109816
52,1.0000002304179556,0.0013799819059456067,0.9999996276154258,0.9999998379873749,30.1963754850458,0.8649694327207712
53,1.0000000312913273,0.0011699338036253882,0.9999998123853798,0.9999997554920574,32.24825981725202,0.866374592597668
54,0.9999999943106678,0.001141037213970962,0.9999999915993454,0.9999999859100132,30.62628432511915,0.8688780384797317
55,0.9999999914660016,0.0012124950112392995,0.9999999747980362,0.9999999689753601,29.2237001433362,0.8674799594512352
56,0.9999998179413684,0.0012466880350667459,0.9999999517740197,0.9999998322980427,28.015444309847595,0.8655087802960323
57,0.9999999772426711,0.0012909505169649068,0.9999996758414061,0.9999997583367236,31.376754795620776,0.8631531317417438
58,0.9999999658640065,0.001136107175363718,0.9999998977253635,0.9999998550553717,32.34432347026257,0.8682631156994747
59,0.9999999886213355,0.0010122785118226543,0.9999998409653847,0.9999998436767071,33.15675515722006,0.8695432336513813
60,0.9999999658640065,0.000971537054999746,0.9999999318613568,0.9999998948806973,31.086226999690204,0.8665712374907274
61,0.9999961086745408,0.0009699961212918573,0.9999995110730108,0.999995232606272,33.58015384313226,0.8706489922450139
62,1.000000002844666,0.0009213782902313903,0.9999999062593617,0.9999999005700295,32.726613375574594,0.8721943763586191
63,1.0000005632438915,0.0009838977699618756,0.9999989908102463,0.999999460180156,30.56119667433861,0.8712354825093196
64,0.9999999914660016,0.0009631021947500634,0.9999999603080181,0.9999999517740197,32.698488006048365,0.8694485759735108
65,1.0000042217512082,0.0011133046322109805,0.9999907151431312,0.9999950762829791,32.34491269809395,0.8730096297997695
66,0.9999991238428353,0.0011557967436418637,0.9999999318613568,0.9999990244128649,33.093688366597874,0.870372941677387
67,0.9999998634560263,0.0014217895313980728,0.9999998835020328,0.9999997640260558,29.827041619148016,0.8667081339542683
68,1.0000001709466546,0.001262688488521704,0.9999996929094028,0.9999998752347219,27.951788124268624,0.8677300953865051
69,0.9999999886213355,0.0008782224582423477,0.999999983065347,0.9999999746646924,32.4015035982983,0.8702585880572979
70,0.9999999175046825,0.0012253453884909927,0.9999999403953552,0.9999998664340362,28.081196514761203,0.8730933785438537
71,1.0000005063505693,0.001179034841221901,0.9999992576754867,0.9999997867833847,29.124875343590276,0.8686855541742765
72,1.0000001365439737,0.0011534703137838517,0.9999995193847696,0.9999996189480838,31.341741493440797,0.8710564519808842
73,0.9999999630193405,0.0014182072143937828,0.9999998011400592,0.999999766870722,25.592013473345702,0.8618646915142353
74,0.999999880524023,0.0014663560364234257,0.9999998692787022,0.9999997896280509,28.347305686006834,0.8637522510381845
